Chemistry labs	4
Chess	4
Chess knights	0
Chess pawns	4
Chicago	4
Children and puppies	0
Chili	0
China	4
Chinese	0
Chinese food	4
Chinese restaurant	4
Chlorine	0
Choir stalls	4
Christian Fundamentalists	0
Christmas	0
Clam	4
Clean rooms	2
Clipboard	4
Clones	0
Clothing shelfs	4
Clothing store changing rooms	4
Clue	4
Coaster	4
Coca Cola	0
Cold storage	4
Colorado	4
Columbia	0
Coma	4
Communism	0
Complex systems	0
Computer disks	4
Computer virus	0
Congress	0
Connecticut	4
Container drums	4
Convict criminals	0
Cook books	4
Coral reef	4
Corn cobs	0
Corner cupboards	4
Corner shops	4
Coupons	0
Cowboy boots	0
Crack	0
Crash cymbals	0
Creat	0
Cricket	4
Cross country skiing	1
Crossword Puzzle	2
Curiosity	0
Cutlass	0
Dallas	0
Dance music	1
Dangerous sports	0
Dark places	4
Darwin	0
Democracy	4
Denmark	0
Dentist chairs	4
Departmental highways	0
Detroit	4
Dew	0
Dice	4
Dining rooms	4
Dinner plates	4
Dinosaurs	0
Door hinges	4
Douglas Adams	4
Drawstring bags	4
Drive in movies	4
Drummers	0
Duffel bags	0
Dust mites	4
Duvets	4
Dynamite	4
EXIT sign	4
Earth	4
Earth's surface	4
Earwig	0
Easter	0
Economics	1
Egg timers	0
Eiffel Tower	4
Eight-ball	0
Einstein	0
Electric razors	4
Electronic appliances	4
Elizabeth	0
Elvis	0
Endangered species	4
England	4
English	0
English channel	0
Enzymes	0
Erie	0
Ethics	0
Europe	4
Every human	0
Every living thing	0
Everyone	2
Exercise machines	0
Express	2
False teeth	0
Family members	0
Farecards	4
Fastener binders	4
Ferrets	4
Fiction	0
Finch	4
Finland	4
Fire engines	4
Firemen	4
First class airline seats	4
Flashlights	0
Flea	4
Florida	4
Fluoride mouthwash	4
Fluoride toothpaste	4
Folders	4
Folding doors	4
Folk	4
Food cans	4
Ford	4
Forest fires	0
France	4
Fred	0
French	0
French Horn	4
Fridge	4
Gallery openings	4
Garlic	4
Gay men	4
Geek	0
Geese	4
George Bush	0
George W Bush	4
Georgia	4
German	0
Germany	4
Gifted adults	0
Glacier	4
Glass bottles	4
Global warming	0
Golf balls	0
Golf clubs	0
Grains of sand	4
Grandma	0
Gravity	4
Gravy	0
Great Britain	4
Great Dane	0
Greece	4
Greed	0
Greenland	0
Grinders	0
Groucho Marx	0
Group study	4
Guatemala	0
Hair conditioners	4
Hair dryers	4
Hair rollers	0
Hair shaping gel	4
Hairpin	0
Halloween	1
Handkerchiefs	0
Harry	0
Hawaii	4
Heavy-metal	0
Helium	0
Helium balloons	4
Herds	4
Heroin	0
Hide-a-bed sofas	4
Highlights	4
Hockey	2
Hockey pucks	4
Holland	0
Hollywood	0
Home office	4
Home owners	4
Honey	4
Honey bees	0
Horseback riding	2
Hot air balloons	4
Hot food	0
Housework	2
Houston	0
Hull	4
Human beings	4
Human brains	0
Human ears	0
Human hair	0
Human intelligence	4
Human invention	0
Humming birds	0
Hydrogen	4
IBM	0
ID	0
IRS	0
Ice hockey	4
Iceland	0
Idaho	4
Illinoi	4
Imports	0
India	4
Indian Ocean	4
Indian restaurants	4
Indiana	4
Indonesia	0
Intel	0
InterNic	4
Interior design	0
Iodine	0
Iowa	4
Iran	0
Iraq	0
Ireland	4
Israel	0
Italian restaurant	4
Jack	4
Jam	4
James Bond	0
Jane	0
Japan	4
Japanese	4
Japanese food	0
Jean	4
Jehovah's Witnesses	0
Jesus	4
John	4
Jupiter	0
Kangaroo	0
Kansas	4
Karaoke	2
Kentucky	4
Kitchenette	4
Kleenex	4
Knee bends	1
Knives	4
LSD	0
Landlords	0
Large dogs	0
Large houses	0
Lasagna	0
Laser	2
Launch pads	4
Lecterns	4
Lemur	4
Lets	1
Libya	0
Lightning	4
Lincoln	0
Linen closets	4
Liquid water	0
Lithium	0
Lofts	4
London	4
Los Angeles	0
Lotus	0
Louisiana	4
Luggage carriers	4
Lumber	4
Lunch	2
MDMA	4
MIT	4
MIT Media Lab	4
MRI	0
Madagascar	4
Magazine articles	4
Magazines and books	0
Main	4
Manganese	0
Mankind	0
Mansions	0
Many birds	0
Many children	1
Many cities	0
Many humans	0
Many insects	0
Mar	4
March	3
Mark	0
Massachusetts	4
Massage	0
Mayonnaise	4
Mazda	0
McDonald	0
Mead	0
Mechanical pencils	4
Medics	0
Mercury	4
Mexican	4
Mexico	4
Mezzanine	4
Mice	4
Michigan	4
Microsoft	4
Milky Way	4
Mills	4
Miners	4
Minibars	4
Minnesota	4
Missouri	4
Mom	4
Mongolia	4
Monks	4
Monopoly	0
Montreal	4
Morocco	0
Morphine	0
Moses	0
Mother Nature	4
Moths	4
Mountain Lion	0
Movie theater seats	4
Movie theatres	0
Movie tickets	4
Mum	4
Museum tickets	4
Museum wings	0
Music notation	0
Muslim	0
Mythology	0
NYC	4
Nanotechnology	0
National highways	4
Nebraska	4
Neptune	0
Netherlands	0
Nevada	4
New Caledonia	4
New Hampshire	4
New Jersey	4
New Mexico	4
New Orlean	4
New York	4
New York City	4
New Zealand	4
Nicaragua	0
Nicotine	0
Nissan	0
Nitrogen	0
Nokia	0
North	0
North America	4
North Carolina	4
North Dakota	4
Norway	4
Nuclear war	0
Oak trees	4
Office work	2
Ohio	4
Oklahoma	4
Oldsmobile	0
Olive	4
Olympic	0
Olympic events	0
Olympic sport	0
One department in a department store	0
One name for a gathering of people	0
Onions	4
Ontario	4
Open Mind	1
Open Mind Commons	0
Open window	1
OpenMind	0
Opponents	0
Oregon	4
Orient	0
Osama bin Laden	0
PC	0
PDA	0
PHP	4
PRESS THE BRAKE	0
Pacific Ocean	4
Panama	0
Parcels	0
Paris	4
Passenger tickets	4
Peak	0
Pedestals	4
Peel	1
Pelican	4
Pen ink	4
Penny	4
People watch	1
People without cars	0
People's money	0
Pepper	4
Perl	0
Peru	4
Pet dogs	3
Philosophy	0
Phoenix	0
Photons	4
Physics	4
Picnic baskets	4
Pieces of coal	0
Pineapple	4
Pittsburgh	0
Placebos	0
Planet Earth	4
Planets in our solar system	3
Plankton	4
Plastic bags	4
Plastic container	4
Pluto	0
Pods	0
Poetry	0
Poker	0
Poland	0
Pollen	0
Polo	2
Porcelain	0
Portugal	0
Post-it notes	4
Pottery	0
Power screwdrivers	4
Prairie	4
Prayer	4
Professional	0
Prolog	0
Puerto Rico	0
Quebec	0
Queen Elizabeth	0
Radio stations	0
Radio waves	0
Rail	4
Rat	4
Reason	1
Religious tracts	4
Repairman	0
Restaurant dining areas	4
Restaurant tables	4
Reunion	0
Revelers	0
Rhode Island	4
Riverbeds	0
Rob	0
Robin	4
Rocky Mountain	4
Role plays	0
Rolodex	4
Romania	0
Rome	4
Rotten food	0
Runner	4
Russia	0
Russian	0
SUVs	4
Salad shakers	4
Salesmen	0
San Diego	0
San Francisco	4
Santa	0
Santa Claus	0
Sarah	0
Satan	0
Satchel bags	4
Saturn	4
Saudi Arabia	0
Scheme	0
School buses	4
Science	4
Science fiction	2
Seafood restaurants	4
Seattle	0
Serving carts	4
Shadows	4
Shamrocks	0
Shopkeepers	4
Shopping baskets	4
Shower curtains	4
Shower doors	4
Skeptics	0
Smog	0
Snowflakes	4
Soccer	2
Sofa beds	4
Solid objects	0
Solid water	0
Solutes	3
Son	4
South Africa	4
South America	4
South Carolina	4
South Dakota	4
Space station	4
Spacecraft	4
Spaghetti	0
Spain	4
Spanking	1
Spanners	4
Species	4
Spectacles	0
Speedboats	0
Spirit	4
Spite	0
Sponge	0
Sprite	0
Squash	4
Squash bugs	0
Squash courts	4
Stage borders	4
Stage curtains	4
Stain	4
Star Trek	4
Steam	4
Steam engines	0
Steam locomotive	0
Steel wool	4
Stems	0
Stethescopes	4
Stick butter	0
Sticking plaster	4
Stonehenge	0
Store refrigerators	4
Styrofoam	0
Subway stations	4
Suction	1
Sue	0
Sunflowers	4
Sunrise	0
Suntan lotion	4
Superheros	0
Superman	0
Suspension cables	4
Sweden	4
Swiss cheese	0
Switzerland	4
Sydney	0
T-shirts	4
TV	2
TV set	4
TV show	0
Taboos	0
Talc	0
Tea cups	4
Teakettles	4
Telephone kiosks	4
Television sets	4
Tennessee	4
Tennis	2
Tennis games	2
Termites	4
Tex-mex	0
Thailand	0
The Empire State Building	4
Thomas Lin	0
Thumb tacks	4
Tide	0
Titan	0
Toast	4
Toilet seats	4
Toilet tanks	4
Token slots	0
Tool use	2
Toothpaste	4
Toronto	0
Townhouses	4
Train seats	4
Train tracks	4
Trainers	0
Trek	1
Truth	0
Tulips	0
Turkey	4
Two horses	4
Typewriter keys	0
Typewriter ribbons	4
USA	4
United State	4
United States of America	4
Uranus	0
Using hands	0
Utopia	4
VCR	0
Vacation plans	2
Vegetarian restaurants	4
Venice	0
Venus	4
Victims	0
Victoria	0
Video	4
Vietnam	0
Virginia	4
Vitamin C	0
Vitamins	0
Volleyball	4
Voltage	0
Wal-Mart	0
Wales	0
Warren	4
Washington	4
Washington State	0
Watermelon	4
Welders	4
West Virginia	4
White House	0
Wine cellars	4
Wisconsin	4
Women	4
Wooden spoons	0
Woodworking	0
Wyoming	4
Yo-yos	4
Yoga	0
Young children	0
Zimbabwe	4
Zinc	0
a Mexican restaurant	4
a Spanish restaurant	4
a back courtyard	4
a back garden	4
a bar service	4
a barbecue restaurant	4
a barber comb	0
a baseball stadium	2
a basket with handle	0
a bass baritone	4
a bassoon	4
a bathroom drawer	4
a bathroom with toilet	4
a billfold	4
a blow dryer	4
a boarding pass	4
a body of water	4
a booking office	4
a bored person	0
a bottle of vodka	4
a box bag	0
a brass family	0
a brick row house	4
a bridesmaid	0
a bridge arch	0
a bridge railing	0
a bugle	4
a bus coin slot	0
a bus ride	0
a calf	0
a car crash	4
a car show	4
a card case	4
a card turnstile	4
a case of beer	2
a cash bill	4
a cash coin	4
a cash token	4
a center passage	0
a cereal bowl	4
a chairman	0
a changing room	4
a chef special	4
a cheque book holder	4
a chess bishop	0
a chess king	0
a childs bedroom	0
a choir sings	1
a church central passage	4
a circular route	4
a clamp binder	4
a clean kitchen	0
a cloth linen	4
a club chair	4
a coach airplane seat	0
a cocktail cabinet	4
a cold faucet	4
a cold tap	4
a common emotion	0
a compass	4
a computer store	4
a conference auditorium	4
a container cup	4
a continental quilt	4
a contraceptive device	4
a cooling device	4
a corner grocery	4
a countryside	4
a county	4
a desk tray	4
a diaphragm	0
a dime store	0
a director chair	4
a disposable razor	4
a doctor examination room	0
a doctor office	4
a dog barks	1
a dog's mouth	4
a dome arch	4
a double edged razor	4
a drop of blood	0
a drunk person	4
a dry storage	4
a duvet cover	4
a farm yard	4
a farmyard	4
a fast food restaurant counter	4
a faucet overflow	4
a file box	4
a first class airplane seat	4
a first violin	4
a fish dinner	0
a five and ten store	4
a fleet	0
a flip	0
a flower pot	4
a folding chair	4
a folding shower door	4
a food type	0
a football field	4
a form of transport	4
a foulard	0
a fox hunt	4
a fraternity house	4
a friend's wedding	4
a front courtyard	4
a front garden	4
a front room	4
a fun exercise	1
a fun game	0
a fun sport	0
a furniture dresser	4
a furniture secretary	4
a gel toothpaste	4
a gentleman	4
a ghetto	0
a glass of milk	4
a glue stick	4
a good band	0
a good body	0
a good job	0
a good nights sleep	0
a good person	0
a gourmet shop	4
a graphite pencil	4
a grasper	0
a grid object	0
a grocer shop	4
a ground floor	4
a gumshield	0
a hair care article	4
a hairdresser chair	4
a hairdryer	4
a health food store	4
a healthy body	0
a heat source	4
a highlighter pen	4
a holdall	4
a holding bay	0
a holding point	0
a hole in the ground	4
a homeless person	4
a hot faucet	4
a hot table	4
a hot tap	4
a internet cafe	4
a jeep	4
a jew harp	0
a jewelry store	0
a key case	4
a kitchen cupboard	4
a large city	4
a large container	4
a large supermarket	4
a launch complex	0
a launch platform	0
a laundry basket	4
a ledger	4
a letter scale	4
a lifestyle change	0
a light source	4
a lighting grid	4
a linen chest	4
a living person	0
a lot of personality	0
a luggage store	0
a luggage trolley	4
a main entrance	4
a main traffic artery	4
a master	1
a master bedroom	4
a mat	4
a mean of transport	0
a medicine chest	0
a metropolis	0
a military base	4
a monitor wall	0
a mood change	0
a morgue	0
a music stand	0
a neighbor's house	4
a newspaper article	0
a nice part of town	4
a night table	4
a nursery	4
a opera house	0
a painkiller	0
a pair of pants	4
a pair of scissors	4
a pair of trousers	0
a paper bill	4
a paper menu	4
a park bench	4
a parkway	4
a part of plant	0
a passport case	4
a patio door	4
a payment counter	4
a person dies	0
a person eating it	0
a phone booth	4
a piece of food	4
a pillowcase	4
a place of work	4
a place to stay	2
a plane ticket	4
a platform railing	4
a playground	4
a pleasure garden	4
a poor person	0
a popular sport	0
a populous area	0
a pork butcher	4
a postal counter	4
a postman	0
a pouch	4
a projectile ball	0
a public building	0
a rash	0
a reception area	4
a reception desk	4
a record library	4
a refill	4
a registry office	4
a republic	0
a rest area	4
a restaurant diner	4
a restaurant entrance	4
a restaurant receiving	4
a restaurant storage area	4
a rich person	4
a ring binder	4
a ring road	4
a rotary file	4
a round brush	4
a round trip ticket	4
a row house	4
a rub	4
a salad spinner	4
a saltshaker	4
a saxhorn	4
a second violin	4
a sense of accomplishment	3
a separate shower	4
a shopping arcade	4
a shoulder bag	4
a shower head	4
a shower stall	4
a shower switch	4
a sick person	4
a side chair	4
a smoothie	4
a soap dish	4
a social bond	0
a sock drawer	0
a sound control room	0
a spa	2
a spiral binding	0
a sportsman	0
a spray hose	4
a spring binder	4
a stadium stand	0
a stage door	4
a stage entrance	4
a stamp rack	4
a stationery store	4
a steel pen	4
a step chair	4
a stick eraser	4
a stimulated mind	1
a storage pan	4
a store shelf	4
a story book	4
a street corner	4
a string bass	4
a studio control room	4
a subway map	4
a subway pass	4
a subway token	4
a tan	0
a tape machine room	4
a tear off calendar	0
a telephone box	4
a telephone call	0
a telephone directory	4
a telephone index	4
a telephone room	4
a terrace railing	4
a theater box	4
a theater ticket	4
a theater wing	4
a thesis	2
a thruway	4
a ticket box	4
a ticket turnstile	4
a tissue holder	4
a token turnstile	4
a tom tom	0
a toolbox	4
a toothbrush bristle	4
a toothbrush handle	4
a toothbrush head	4
a top floor	4
a toy box	0
a toy chest	0
a traffic accident	0
a traffic artery	4
a train window	0
a transit card	4
a transit ticket	4
a tub	4
a type of car	4
a type of fruit	0
a type of game	0
a type of mammal	4
a type of sport	0
a typewriter keyboard	4
a utility case	4
a valve	0
a vanity case	4
a vending stand	4
a vent brush	0
a ventilation system	4
a water fountain	4
a window curtain	4
a windowsill	4
a wine list	4
a wooden rod	4
a woodwind family	4
a writing case	4
a young child	0
a young person	4
abbreviate	0
abstract concept	0
abuse	1
accelerate	0
accident	2
accommodation	4
accomplish	2
accomplish tasks	1
accord	0
accordian	4
accordian bag	4
accordion	4
account	4
achieve	0
achieve goal	0
acid	4
acne medication	4
acorn	0
acoustic guitar	4
acquire knowledge	2
acquiring	1
acrylic	0
act	2
act kindly	1
act silly	1
action	4
action figure	2
active	2
activists	0
actor	4
actress	0
ad	0
adapt	1
add a column of numbers	1
add numbers	2
addicted	3
adding numbers	2
adding up a column of numbers	1
addition	0
address	4
adhesive bandages	0
adjustable wrench	4
adjusting water temperature	0
admire	0
adult	0
advance	0
advance into battle	2
adventure	3
advert	0
advertise	4
aerial bomb	4
aerobic	1
aerobic exercise	1
aeroplane	4
aesthetics	0
affair	0
affected	0
age	1
age gracefully	1
agent	4
aggravation	0
agile	0
agree	2
agreement	1
agression	0
aid	0
aim	0
air	4
air condition	4
air conditioner	4
air terminal	4
aircraft	4
airline	0
airplane	4
airplane seats	4
airport	4
aisles	4
alarm	0
alarm clock	4
alberta	4
album	4
alchohol	0
alcoholic beverage	4
alert	0
algae	4
algebra	4
alien	4
alike	0
alive	4
allergies	0
alley	4
almost out	0
alone	1
alphabet	0
altar	4
altos	0
altruistic	1
aluminum	0
amazing	1
ambition	0
amount to nothing	0
amplify	0
amsterdam	0
amuse	2
amusement park	0
an account book	4
an acoustic ceiling	4
an advertising panel	4
an air ticket	4
an aircraft roadway	4
an angle grinder	4
an angry person	4
an antique store	0
an apartment complex	0
an armoire	4
an art show	4
an automatic gate	4
an electronics store	4
an eraser holder	4
an exit turnstile	4
an expensive hobby	0
an index card drawer	4
an instrument organ	4
an international highway	4
an internet connection	0
an on deck circle	0
an orchestra plays	1
an outfield	0
an underground map	4
analyse	2
anchor	4
anemone	4
anger	2
angry	0
animals or plants	0
ankle sprain	1
anniversary	0
annoyed	0
answer	1
answer phones	1
answer questions	2
answer telephones	1
anteater	4
antenna	0
antibiotic	0
antique	0
ants	4
anxiety	1
apartment	4
apartment building	4
apartment house	4
ape	4
appetite	0
appl	4
applaud	1
applause	1
apple juice	4
apple pie	4
appliance	4
applicance	0
apply	0
apply for a job	2
appointment	0
appointment book	4
appraised	0
appreciate	1
appreciate music	0
aquarium	4
arch	4
archaeology	0
archives	0
arctic	4
area	0
arena	4
argue	0
argument	1
arithmetic	1
arm	4
armchair	4
armory	0
army	4
arrest	0
arrive	0
arrive at a destination	3
arrive late	0
arrive on time	0
arsonist	0
art	4
art form	4
art work	4
artery	0
arthritis	0
artichoke	4
article	0
artifact	0
artist	4
artistic expression	1
artwork	4
ash	0
ashtrays	4
ask	3
ask questions	2
ask to help	0
asleep	0
asphalt	4
assholes	0
asteroids	4
asthma	0
asthma attacks	2
astronaut	4
atheists	4
athelete	0
athlete	4
atlas	4
atmosphere	4
atom	4
attach case	4
attack	0
attack an enemy	0
attend a classical concert	2
attend a lecture	2
attend a meeting	2
attend a rock concert	2
attend class	2
attend school	2
attention	3
attic	4
attitude	0
attorney	0
attract	0
attribute	0
audience	4
auditorium	4
aunt	4
austria	4
author	0
automatic	0
automaton	4
automobile	4
automobile accidents	0
avalanches	0
avenue	4
avocado	0
avoid work	0
awake	2
award	0
awe	0
awesome	1
ax	4
axe	4
babe	0
baby	4
back pain	0
back yards	4
backache	0
backgammon	1
backpack	4
backyard	4
bacon	4
bacteria	4
bad	1
bad breath	0
bad dreams	4
bad food	0
bad habits	0
bad health	0
bad news	0
bad weather	0
bag	4
bag groceries	4
bagel	4
baggage	4
baggage trunk	4
bagpipe	4
bake	0
bake bread	1
bake cakes	2
bake cookies	1
bakery	4
baking oven	4
balalaika	4
balance	0
balance a checkbook	0
balcony	4
balcony seats	4
bald eagle	4
ball	2
ball bearings	4
ballerina	0
ballet	4
ballon	0
balloon	4
ballpark	0
ballpoint pen	4
baloon	4
banana	4
band	4
band aid	0
bandage	4
bands play	1
bang	0
banjo	4
bank	4
bank his money	1
banker	4
bankruptcy	0
bar	4
bar stools	4
barbecue	4
barbeque	4
barber shop	4
barbershop	4
baritone	4
bark	2
barn	4
barrels	4
barrier	0
bars of soap	4
baseball	2
baseball bat	4
baseball field	4
baseball game	0
baseball player	0
basement	4
basket	4
basket ball	4
basketball	2
basketball court	4
basketball player	0
bass	4
bass clarinet	4
bass drum	4
bass fiddle	4
bat	4
bath	2
bathroom	4
bathtub	4
batten	4
batter	0
battery	0
battle	4
bay	4
bay windows	4
bazaar	4
be aware	1
be fed	0
be in charge of a project	2
be involved in an accident	2
be smarter	0
beach	4
beach towel	4
beam	4
bean	4
bean bag chair	4
beanbag chair	4
beanbags	4
beanie baby	4
bear	4
beauty	4
beaver	4
become a scuba diver	2
become an actor	0
become clean	2
become drunk	0
become educated	1
become enlightened	0
become famous	0
become full	0
become happy	1
become inebriated	2
become smarter	1
become tired	2
becoming fit	2
bed	4
bed sheets	4
bedroom	4
bee	4
beef	4
beer	4
beer mug	4
beetle	4
beggars	4
begin	0
begin work	2
belief	0
believe	4
believe in god	1
bell	4
belong	4
belts	4
bench	4
bend	0
benefit	0
berries	0
bet	0
better	0
better health	1
beverage	4
bias	1
bible	4
bicycle	4
bicycle pump	0
bicycles storage area	4
bicyclist	4
bidet	4
big	0
big cat	4
big city	4
big house	4
bike	4
bikini	0
billboard	4
bin	4
binder	4
binoculars	4
bird	4
bird nest	4
bird-watch	1
birdwatching	1
birth control pills	4
birthday	2
birthday cake	0
birthday party	4
bisexual	4
bishop	4
bite	2
black	4
black and white	0
black hole	4
blackboard	4
blackouts	0
blacksmith	0
bladder is empty	2
blade	0
blanket	4
bleach	0
bleachers	4
bleed	0
blender	4
blimps	0
blind	1
blink	1
blisters	1
blizzard	0
block	0
block light	0
blond	0
bloom	4
blow	0
blowdryer	4
blowfish	4
blowing a candle	1
blown	0
blue	0
blush	1
board	4
board airplane	1
board game	2
board planes	1
board rooms	4
board ship	1
board train	1
boat	2
bobby pin	0
body	4
body part	4
boil	0
boil water	4
bold	0
bolt	0
bomb	4
bond	1
bone	4
boob	0
book	4
book a flight	1
book store	0
book tickets	1
bookcase	4
bookends	4
bookshelf	4
bookshelves	4
bookshop	4
bookstore	4
boot	4
booth	0
booze	4
border	4
bored	1
boredom	2
born	4
borrow	1
borrow a book	1
borrow books from libraries	1
borrow money	1
boss	4
bottle	4
bottle beer	0
bottle milk	4
bottle water	4
bottle wine	4
bottom	0
bought	0
boulevard	4
bounc	0
bounce a ball	1
bounced checks	0
boundary	4
bow	1
bowl	4
bowling alleys	4
box	4
box office	4
boy	4
bra	0
braces	0
brag	0
brain	4
brain damage	0
brainstorm	0
brake	0
branch	4
brass	0
brass instruments	4
brave	0
bravery	0
bread	4
breadbox	4
break	1
break a leg	1
break bones	0
break laws	0
breakfast	4
breakfast in bed	0
breasts	0
breath	2
breath air	2
breath deeply	2
breath hard	2
breath heavily	2
breath oxygen	1
breath water	0
breathe deep	0
breathe fresh air	2
breathlessness	1
breed	1
bribe	0
brick	4
bride	4
bride and groom	4
bridge	4
bridge gaps	1
briefcase	4
bright	0
bright light	0
bring cash	0
bring home some fish	2
bring in a verdict	1
bring joy	1
bring money	0
bring suit	0
bringing home	1
broadcast	0
broadcast studio	4
broccoli	0
broken	1
broken bones	0
broken glass	4
broken legs	0
brook	4
broom	4
brother	4
brown	4
brownstone	4
browse	1
brush	4
brush teeth	1
bubbly	4
bucket	4
budget	0
buffalo	4
buffet	4
bug	4
build	4
build a cathedral	2
build a tower out of toy blocks	2
build bridges	0
build houses	1
build muscle	1
bulb	0
bull	4
bullet	4
bullseyes	0
bully	4
bum	4
bumping	0
bun	4
bungalow	4
bungee jump from a high bridge	2
bureau	4
burglar	0
burlap	4
burn	1
burn calories	2
burn food	0
burn fuel	0
burn gasoline	0
burn houses	0
burn skin	0
burn wood	0
burp	1
burrow	4
bury the cat	2
bus	4
bus depots	4
bus drivers	4
bus pass	4
bus shelter	4
bus station	4
bus stop	4
buses	4
business cards	4
business class airplane seats	4
businessmen	0
busses	4
busy	2
butcher	4
butt	4
butter	4
butterfly	4
button	4
buy	2
buy Christmas presents	1
buy a car	2
buy a house	2
buy a shirt	2
buy and sell	0
buy beer	2
buy books	1
buy chips	0
buy clothes	2
buy drink	3
buy food	2
buy fresh fruits and vegetables	2
buy gifts	1
buy goods	1
buy grocery	0
buy hamburger	2
buy items	2
buy milk	1
buy newspapers	2
buy popcorn	1
buy presents	2
buy presents for others	2
buy products	2
buy soap	0
buy soda	0
buy something for a loved one	2
buy souvenirs	0
buy stuff	4
buy ticket	2
buy vegetables	1
cabbage	4
cabinet	4
cable	4
cacti	0
cactus	4
cadillac	0
cafe	4
cafeteria	4
caffein	4
cage	4
cake	4
calculate	2
calculate quickly	2
calendar	4
calendar book	4
call	2
call a doctor	0
call a name	0
call a person	1
call for help	0
call friends	1
called mothers	0
calm	2
calm water	0
camera	4
camp	2
campers	4
campsites	4
can	4
can goods	4
canal	4
cancer	2
candle	4
candy	4
candy bar	0
cannabis	2
cannibals	1
cannon	4
cannonballs	0
canoe	2
canvas	0
cap	4
capital	4
capital city	0
capital punishment	0
capitol buildings	0
cappuccino	0
captain	4
captain a ship	2
captive	4
car	4
car keys	4
car manufacturer	0
car park	4
car parts	0
car radios	0
car seats	0
car stereo	0
car wash	2
carafe	4
carbon	0
card	4
card catalog	4
card game	4
cardboard	4
cardboard box	4
care	4
career	0
cargo	4
carnival	4
carnivores	4
carpet	4
carrier bag	4
carrot	4
carry	1
carry a person	0
carry bags	4
carry groceries	0
carry money	0
carry purses	1
carry water	0
cart	4
cartilage	4
cartography	0
carton	0
cartoon	4
carve	0
case	0
cash	2
cash the check	0
cashier	4
casino	4
cast shadows	1
castanets	4
castle	4
cat	4
catalogs	4
catch	1
catch balls	2
catch baseballs	0
catch cold	1
catch fish	1
catch mumps	2
caterpillar	0
catfish	4
cathedral	0
cattle	4
caught	0
cause	1
cause accidents	1
cause pain	0
cave	4
cavity	0
cd players	0
cd-rom	4
ceiling	4
celebrate	2
celebrate birthdays	2
celebrate holidays	1
celebrate special occasions	1
celebrate when a specific group is dead	2
cell	4
cell phone	4
cellar	4
cello	4
cement	4
cemetary	4
cemetery	4
center	4
centrifuge	0
cereal	4
ceremony	4
chain	4
chair	4
chair committees	1
chair meetings	1
chair rocks	2
chalk	4
chalkboard	4
challenge	2
champagne	4
change	2
change channels	1
change clothes	1
change location	0
change my mind	1
change over time	1
change society	1
change tires	4
change your appearance	2
changes color	0
channel	4
chaos	0
character	0
charge	4
chat	3
chat with friends	2
cheap	0
cheat	2
cheaters	4
check	2
check e-mail	0
check email	0
check mirrors	1
check the time	1
check the weather	0
check vital signs	2
check-in counter	4
checkbook	4
checkbook covers	4
checkmate	0
cheer	1
cheerleaders	4
cheese	4
cheetah	4
chef	4
chemical	4
chemist	4
cheque	4
cheque book	4
cheque book covers	4
cherries	0
chess board	4
chess piece	4
chess queen	0
chess rook	0
chess set	2
chesspiece	0
chest of drawers	0
chesterfield	4
chests	4
chew	2
chew bone	2
chew food	4
chew gum	2
chick	0
chicken	4
child	4
child's room	0
children	2
children playing	0
childs play	0
chill	0
chimney	4
chimpanzee	4
chine cotton	4
chips	4
chlorophyl	0
chocolate	4
choice	0
choir	4
choke	1
choker	0
cholesterol	0
choose	2
